objectid,arastirmaci,eser_adi,muellif_adi,muellif_meslegi,muellif_olum,muellif_aile,muellif_memleketi,padisah_donemi,telif_tarih,eser_dili,eser_alt_turu,yazin_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_dili,baglantili_eser_tarihi,cilt_sayisi,takdim_hediye,tarihsel_kapsam,tematik_kapsam,kaynak,ilave_notlar,sayfa_no
tabib_0102,,Menafiu'l-Â'za,Mustafa Hami Paşa «Mirliva»,"Tabib, Askerî Şura âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0103,,Afrika Seyahatnamesi,Mustafa Hami Paşa «Mirliva»,"Tabib, Askerî Şura âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0104,,Zübdetü'l-Ulûm,Mustafa Hami Paşa «Mirliva»,"Tabib, Askerî Şura âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0105,,Fezail-i Askeriye,Mustafa Hami Paşa «Mirliva»,"Tabib, Askerî Şura âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0106,,Panzehir-nâme,Mustafa Hami Paşa «Mirliva»,"Tabib, Askerî Şura âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0107,,Sıhhat-nüma-i Kebîr,Mustafa Hami Paşa «Mirliva»,"Tabib, Askerî Şura âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bu ve sayılan diğer eserlerle birlikte sair risaleleri de vardır.,213
tabib_0108,,Düsturu'l-Edviyye,Hacı Hüseyin Sabri Bey «Miralay»,"Tabib, fazilet sahibi, Sıhhiye Dairesi âzası",1316 (1900) senesinde Tesalya'ya gönderilen Tıbbiye Heyeti reisliği ile azimet ve aynı yılda Yenişehir'de vefat etmiştir,,İstanbul'lu,,,,,,,,,,,,,,Osmanlılar'ın fazilet sahibi tabiblerinden olup tıbbî ve fennî lügatımızın kurucularından sayılan üstadlardandır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Mekteb-i Tıbbiye-i Askeriyede tahsilini ikmalden sonra uzun müddet muavinlik, hocalık, Mekteb-i Tıbbiye Mülkiye müdürlüğünde, fenn-i ispençiyari ve daha sonra dahilî hastalıklar ilmi muallimliklerinde bulunmuştur. Sonra Sıhhiye Dairesi âzalığında, sonra da 5. ve 3. Ordu merkezlerinde birinci tabibliğe tayin edilmiştir.",213
tabib_0109,,Bedreka-i Etibba,Hacı Hüseyin Sabri Bey «Miralay»,"Tabib, fazilet sahibi, Sıhhiye Dairesi âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0110,,Müfredat-ı Tıb ve İlm-i Tedâvi,Hacı Hüseyin Sabri Bey «Miralay»,"Tabib, fazilet sahibi, Sıhhiye Dairesi âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0111,,Emraz-ı Cildiye,Hacı Hüseyin Sabri Bey «Miralay»,"Tabib, fazilet sahibi, Sıhhiye Dairesi âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0112,,Emrâz-ı Dahiliye,Hacı Hüseyin Sabri Bey «Miralay»,"Tabib, fazilet sahibi, Sıhhiye Dairesi âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0113,,Hıfzı's-Sıhha,Hacı Hüseyin Sabri Bey «Miralay»,"Tabib, fazilet sahibi, Sıhhiye Dairesi âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0114,,Fenn-i İspençiyarî,Hacı Hüseyin Sabri Bey «Miralay»,"Tabib, fazilet sahibi, Sıhhiye Dairesi âzası",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Sair risaleleri de vardır.,213
tabib_0115,,Tuhfetü'l-Mütena'imîn,Hayrullah İbn-i İbrahim,"Tabib, fazilet sahibi",,,İstanbul'lu,Sultan Üçüncü Mustafa,,Türkçe,,,,,,,,,,,46 bab ve 64 fasıl üzerine tertîb edilmiş mufassal tıb kitabı.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Nüshası Veliyyüddin Efendi Kütüphanesinde mevcuttur.,213
tabib_0116,,Hilkatü'l-Mi'deti (terceme),Hayrullah İbn-i İbrahim,"Tabib, fazilet sahibi",,,,,,,,Tercüme,Tercüme,,Abbasîler devri tabiblerinden Ahmed-ibn-i İbrahim,,,,,,40 bab üzerine terceme edilmiştir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,213
tabib_0117,,,Hulki Hüseyin Bey,"Tabib, zeki ve mütehassıs","1313 (1897), genç yaşta vefat ederek Eyyüb Ensarî Kabristanı'nın yüksek bir mahalline defn edilmiştir",,Aslen İstanbul'lu,,,"Arapça, farsça, fransızca, yunanca bilir",,,,,,,,,,,Askerî Tıbbiye Mektebinden neş'et eden zeki ve mütehassıs Osmanlı tabiblerinden. Devamı sayfa 214'te.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Arapça, farsça, fransızca, yunanca yazı yazmağa muktedirdi.",213
tabib_0118,,Müslümanların Tababete Ettikleri Hizmet,Hulki Hüseyin Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,214
tabib_0119,,İşret,Hulki Hüseyin Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,214
tabib_0120,,Tababet-i Hakikiyye ve Mesalik-i Batıla-i Tıbbîye,Hulki Hüseyin Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,214
tabib_0121,,Deniz Hamamı,Hulki Hüseyin Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,214
tabib_0122,,Berlin Hatıratı,Hulki Hüseyin Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,214
tabib_0123,,Karın Ağrıları,Hulki Hüseyin Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,214
tabib_0124,,Koleraya Karşı Ne Yapmalı?,Hulki Hüseyin Bey,Tabib,,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,214
tabib_0125,,İmdât-ı Musabîn,Hayreddin Paşa,"Tabib, Tıb Fakültesi fahrî muallimi","1330 (1914), irtihal ederek Eyyüb'te defn edildi",,Sakız'lı,,1289 (1873) senesinde neş'et etmiştir,,,,,,,,,,,,Osmanlı tıb kütübhanesini süsleyen eserlerdendir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Mezuniyetinin başında cerrahî tahsili için Paris'e gönderilmiş, avdetinde Tıbbiye Mektebleri (Seriyyat-ı Hariciye) muallim muavinliğine, sonradan harici hastalıklar muallimliğine, Tıbbiye-i Mülkiye cerrahî ameliyatı muallimliğine ve son inkılâb üzerine sıhhiye Dairesi Reisliğine tayin olunmuştur. Güzel konuşmağa malik mütehassıs tabiblerden idi.",214
tabib_0126,,Ameliyat-ı Cerrahiye,Hayreddin Paşa,"Tabib, Tıb Fakültesi fahrî muallimi",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,214
tabib_0127,,Emraz-ı Hariciye,Hayreddin Paşa,"Tabib, Tıb Fakültesi fahrî muallimi",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,214
tabib_0128,,Zübdetü'l-Kimyâ,Hayreddin Paşa,"Tabib, Tıb Fakültesi fahrî muallimi",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,214
tabib_0129,,Tenkrîhu't-Tevarîh,Hezarfen Hüseyin Efendi «Hüseyin İbni Ca'fer İstanköyî eş-Şehîr be-Hezarfen»,"Tabib, tarihçi, âlim","1089 (1678), İstanbul'da irtihal etmiştir, defn edildiği yer tayin edilemedi",,"İstanköy adasındandır, tahsilinin ilkini memleketinde, sonunu İstanbul'da ikmal etmiştir",Sultan Dördüncü Mehmed,,Türkçe,,,,,,,,,,,"Bir cild üzerine müretteb, ismi gibi münakkah bir umumî tarihtir. Başlıca Mîrhând, Cenabî, Künhü'l-Ahbar tarihlerinden, Anadolu Selçukluları ile Danişmedlilere âit bazı fasılları da Âlî'nin (Fusûl-i Hall-ü Akd)'ından alınmak üzere meydana gelmiştir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Sultan Dördüncü Mehmed devrinde yetişen fazilet sahibi tarihçilerden âlim bir zat olup İstanköy adasındandır. Tahsilini bitirmesini müteakıb bir aralık devlet hizmetine girmişse de sonraları te'lîf ve hususî tedrîs ile iştigal etmiştir. Sultan Dördüncü Mehmed devrinde 14. Lui tarafından ilmî tetkiklerde bulunmak üzere İstanbul'a gönderilen Antuvan Galandi, Hezarfen Hüseyin Efendi'yi ziyaret ettiğini eserinde tafsilâtlı olarak anlatmıştır.",214
tabib_0130,,Muhtasar Tarih,Hezarfen Hüseyin Efendi,"Tabib, tarihçi, âlim",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","İstanbul kütübhanelerinin ekserisinde, bu cümleden olmak üzere Es'ad Efendi ve Hekîmoğlu Kütüphanelerinde vardır.",215
tabib_0131,,Tarih-i Devlet-i Rûmîye,Hezarfen Hüseyin Efendi,"Tabib, tarihçi, âlim",,,,Sultan Dördüncü Mehmed,,,,,,,,,,,,,"Umumiyeti itibarı ile Lâtin ve Yunan tarihlerinden, bazı noktalarını da İslâm tarihlerinden iktibas suretiyle meydana getirmiştir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Sultan Dördüncü Mehmed'e tarih okuttuğu zamanda yazmıştır.,215
tabib_0132,,Tuhfetü'l-Edîbu'n-Nafia,Hezarfen Hüseyin Efendi,"Tabib, tarihçi, âlim",,,,,,Türkçe,,,,,,,,,,,Tıbbî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bir nüshası Nuruosmaniye Kütüphanesinde vardır.,215
tabib_0133,,Mehâsinü'l-Kelâm ve'l-Hekîmi fî Şerhi İsmai'l-lâhi'l-A'zam,Hezarfen Hüseyin Efendi,"Tabib, tarihçi, âlim, Nakşî tarikatına mensub",,,,,,,,,,,,,,,,,Tasavvufî bir eser olup ismi müsemmasına delâlet etmektedir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Mukaddimesinde tarîkat bakımından Nakşî olduğunu zikr ediyor.,215
tabib_0134,,Şerhu'l-Lem'atü'l-Nuraniyye fî'lEvrâdi'r-Rebbaniye,Hezarfen Hüseyin Efendi,"Tabib, tarihçi, âlim",,,,,,,,,,,,,,,,,Tasavvufî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,215
tabib_0135,,Lisanü'l-Etibbâ fî Lügâti'l-Edviyye,Hezarfen Hüseyin Efendi,"Tabib, tarihçi, âlim",,,,,,,,,,,,,,,,,İsminin delâleti vech ile tıb ilmine dair bir lügat kitabıdır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Nüshaları İstanbul kütübhanelerinin bâzılarında vardır.,215
tabib_0136,,Fehresü'l-Ervâm,Hezarfen Hüseyin Efendi,"Tabib, tarihçi, âlim",,,,,,Türkçe,,,,,,,,,,,"İlâçların Arabça, Farsça, İbranice ve Yunanca'daki karşılıklarını bildirir. Heca Harfleri sırasına göre tertîb edilmiş, türkçe Müfredat-ı tıb kitabıdır.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bu eserlerinden başka Hammer Tarihi'nin on birinci cildinin mukaddimesinde mezkûr olan 13 fasıl üzerine müretteb 1080 (1670) tarihinde yazılı (Kanunname)'nın da bu zatın olması muhtemeldir.,215
tabib_0137,,Risale-i Hikemiye,Hezarfen Hüseyin Efendi,"Tabib, tarihçi, âlim",,,,,,Türkçe,,,,,,,,,,,Hikmet-i ahlâk ve hilkatten bahseden risale.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Kendi el yazısı ile muharrer nüshası kendi kütüphanesindedir.,215
tabib_0138,,Terceme-i Lügat-ı Hindî,Hezarfen Hüseyin Efendi,"Tabib, tarihçi, âlim",,,,,,,,Tercüme,,,,,,,,,"Özbek Elçisi Feyzullah Efendi'nin yardımı ile meydana gelen Hindce lâfızların, farsça ve türkçe ile tercemesinden ibarettir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bir nüshası Yıldız Kütüphanesinde vardır. Hemşehrisi müftî Yusuf Efendi'nin de hadîs imamları arasında ihtilâflı olan hadîslerin tevfîk ve tavzîhine dair (Tuhfe-i Dürriyye) isminde kıymetli bir eseri vardır.,215
tabib_0139,,Edviye-i Müfrede,İshak İbn-i Murad,Tabib,,,Gerede'lidir,Yıldırım Bayezid Han,792 (1390),Türkçe,,,,,,,,,,,"İki kısım olup birinci kısmı bitkilerden, ikinci kısmı ameliyattan bahs eder.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Nüshası Millet Kütüphanesindedir.,216
tabib_0140,,Takvîm-ül Ebdan (terceme),İshak İbn-i Murad,Tabib,,,,,,,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Her ikisi de «Revan Odası» kitapları arasında mevcuttur.,216
tabib_0141,,Yâdigâr-ı İbni Şerîf fî't-Tıb,İbn-i Şerif,"Tabib, hazik",,,,,1037 (1628) tarihinde ikmal edilmiştir,Türkçe,,,,,,,,,,,Üç yüz küsur sayfadan mürekkeb olup zamanımız tababetine taallûk eden bir hayli bahisleri şamildir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Birer nüshası Ayasofya ve Hamidiye Kütübhanelerinde mevcuttur.,216
tabib_0142,,Cerîde-i Tıbbîye (kurucu),İsmail Paşa «Hekîm»,"Tabib, Tıb Akademisi âzası","1295 (1878), vefat etmiştir, Sultan İkinci Mahmud'un türbesi avlusunda medfundur",,Aslen Sakız'lıdır,,,,,,,,,,,,,,"Hastahanelerin islâhına, aşının ta'mîmine çalışmış ve bu yayını kurmuştur.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Tıbbiye Mektebinde tahsilini ikmalden sonra Paris'e giderek tıb ilmini tamamlamak suretiyle Tıb Akademisi âzalığına seçilmiş olup avdetinde İstanbul'da Tıbbiye Mektebi Nezaretine tayin edilerek hastahanelerin islâhına, aşının ta'mîmine çalışmış. Girid ve Selânik Valiliklerinde de bulunarak siyasî bakımdan da hizmetleri olmuştur.",216
tabib_0143,,İcmal-i Baytariye,İbrahim Bey (Baytar) - İbrahim Edhem Bey,"Baytar (veteriner), Baytarların en muktedirlerinden",Erenköy'de vefat etmiştir,,Bursalı'dır,,,,,,,,,,,,,,Baytarlık mesleğine pek çok hizmetleri geçmiştir. Devamı sayfa 217'de.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bin küsur sayfadan mürekkeb basılmış eseri ile mesleğinde ad bırakıp şöhret bulmuştur.,216
tabib_0144,,Makbûl Der Hal-i Huyûl (Baytarname),Fuyûzî,Baytar,,,,Sultan Mustafa ibn-i Muhammed Han muasırı,,Türkçe,,,,,,,,,,,Üç bab üzerine müretteb baytarname.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",İbrahim Bey (Baytar) - İbrahim Edhem Bey biyografisi içinde anılan bir başka baytardır.,217
tabib_0145,,İlm-i'l-Arz ve'l-Meadîn (terceme),İbrahim Lütfi Paşa,"Tabib, Tıbbiye Mektebinde müderris","1320 (1903), vefat ederek Merkez Efendi Dergâhı avlusunda defn edildi",,Elbasan civarındaki Berzişte köyündendir,,,,,Tercüme (fransızcadan),,,,,,,,,Ulûm-i hikemiye'nin (fizik) bilhassa madenler ve tabakatü'l-arz şûbelerinde ihtisası tam olan kimselerdendi.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Osmanlı tabiblerinin üstadlarından olup otuz seneye yakın Tıbbiye Mektebinde ders okutmuştur.,217
tabib_0146,,İlm-i'l-Arz,İbrahim Lütfi Paşa,"Tabib, Tıbbiye Mektebinde müderris",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Başka bir kitabıdır.,217
tabib_0147,,"Mecmûa-yı Ulûm-i Riyaziye (4. cild, ilgili makale)",Hoca İshak Efendi,"Tabib/Hoca, fennî ıstılâhlar vaz'eden",,,,,1250 (1834) senesinde basılması son bulmuştur,,,,,,,,,,,,Meşhur eserin dördüncü cildinin (İlm-i hikmet-i tabii-yi mahsustan mevcudât-ı arziyye ahval-i muhtasarası) adlı makalesinde madenler ve arzın tabakaları ilminden bâzı bahisler vardır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","İbrahim Lütfi Paşa biyografisi içinde, Lisanımızda Basılmış Arz Tabakaları ve Madenler ilimlerine Ait Kitabların Başlıcaları listesinde 1. sırada anılmıştır. Riyaziyede olduğu gibi bu ilimlerde de Hoca İshak Efendi birçok fennî ıstılâhlar vaz'etmiştir.",217
tabib_0148,,İlm-i Tabakati'l-Arz,Fethi Efendi,—,,,,,"1269 (1853), Matbaa-yı Âmire'de basılmıştır",,,Tercüme,,,,,,,,,Bu ilme dair bu isim altında Osmanlıca'da ilk basılmış eserdir; Mısır'da Fransızca'dan Arapçaya nakledilmiş bir kitabın Türkçe'ye tercemesidir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","İbrahim Lütfi Paşa biyografisi içinde, Lisanımızda Basılmış Arz Tabakaları ve Madenler ilimlerine Ait Kitabların Başlıcaları listesinde 2. sırada anılmıştır.",217
tabib_0149,,Medhal-i İlm-i Jeoloji (Mecmua-yi Fünûn içinde),,—,,,,,1279 (1862) senesinden itibaren dört sene kadar intişar etmiştir,,,,,,,,,,,,İşbu risale-i mevkute (Mecmua)'nin ilk cildlerinde bu adla bir çok faydalı makaleler vardır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","İbrahim Lütfi Paşa biyografisi içinde, ilgili kitabların başlıcaları listesinde 3. sırada anılmıştır.",217
tabib_0150,,İlmü'l-Arz ve'l-Meadin (terceme),Miralay Mühtedi Doktor Abdullah Bey,"Doktor, Miralay",,,,,1293 (1877) senesinde Mekteb-i Tıbbîye Matbaasında basılmıştır,,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Mütercimi İbrahim Lütfi Efendi'dir. İbrahim Lütfi Paşa biyografisi içinde, ilgili kitabların başlıcaları listesinde 4. sırada anılmıştır.",217
tabib_0151,,İlmi'l-arz ve'l-Meadin (3. kısım),Hüseyin Remzi Bey (Doktor),Doktor,,,,,,,,Tercüme,,,,,,,,,Üç cild üzerine toplayıp terceme ettiği tabiat tarihi kitabının üçüncü kısımları (İlmi'l-arz ve'l-Meadin) adı altındadır (1293/1296).,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","İbrahim Lütfi Paşa biyografisi içinde, ilgili kitabların başlıcaları listesinde 5. sırada anılmıştır.",217
tabib_0152,,Amelî İlmi'l-Arz,Lokak Paşa,—,,,,,"1305 (1889), Mühendishane-i Berri-î Hümayun'da basılmıştır",,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Mütercimi Erkân-ı Harbiye Kolağalarından Şevkî Bey'dir. İbrahim Lütfi Paşa biyografisi içindeki listenin 6. sırasında anılmıştır.,218
tabib_0153,,İlmi'l-Arz ve'l-Meadin,Mahmud Es'ad Efendi,—,,,,,"1305 (1889), İzmir'de basılmıştır",,,,,,,,,,,,Lânkalper'in te'lifatı esas ittihaz olunarak tertib edilmiş tarih-i tabii adlı eserin üçüncü kısmı madenler ve yer tabakalarından bahsetmektedir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",İbrahim Lütfi Paşa biyografisi içindeki listenin 7. sırasında anılmıştır.,218
tabib_0154,,İlmi'l-Arz (Lâparak terceme),İbrahim Lütfi Paşa,"Tabib, Mirliva Doktor",,,,,1307 (1891),,,Tercüme,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Mütercimi Mirliva Doktor İbrahim Lütfi Paşa'dır. Listenin 8. sırasında (Lâparak) adıyla anılmıştır.,218
tabib_0155,,Yeni İlm-i'l-Arz,Fuat Bey (Doktor Kolağası),Doktor Kolağası,,,,,1309 (1893),,,Tercüme,,,,,,,,,Yirmi şekli ihtiva etmektedir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Listenin 9. sırasında anılmıştır.,218
tabib_0156,,Telhîs-i İlm-i Meadin,Ali Bey (Doktor Binbaşı),Doktor Binbaşı,,,,,1316 (1900),,,,,,,,,,,,79 şekli havî olan bu eser kullanılan madenlerden ve makbul cevherlerin vasıf ve tahlîllerinden bahsetmektedir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Listenin 10. sırasında anılmıştır.,218
tabib_0157,,İlmü'l-Arz ve'l-Meadin,Es'ad Feyzî Bey (Doktor),Doktor,,,,,"1316 (1900), İstanbul'da basılmıştır",,,,,,,,,,,,Bir çok şekilleri ihtiva ederek güzide bir eserdir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Listenin 11. sırasında anılmıştır.,218
tabib_0158,,İlm-i Arz,M. Sa'dî Bey,—,,,,,1328 (1912),,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",İbrahim Lütfi Paşa biyografisi içindeki listede son anılan eserlerdendir.,218
tabib_0159,,Tarih-i Arz,Hacı Nurî Bey,—,,,,,1327 (1911),,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",İbrahim Lütfi Paşa biyografisi içindeki listede son anılan eserlerdendir.,218
tabib_0160,,Hüviyyet,İbrahim Şevkî Bey «Miralay»,"Tabib, Tıb Kanunu Muallim Muavini",İran'a gönderilmiş sıhhiye heyeti ile birlikte Erzurum'da iken irtihal etmiştir,,İstanbul'lu,,1287 (1871) tarihinde mezun olmuştur,,,,,,,,,,,,Tıbbî eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Mezun olduktan sonra asabî hastalıklar tahsili için Paris'e gönderilmiş ve avdetinde Tıbbiye Mektebi Tıb Kanunu Muallim Muavini tayin edilmiştir. Sonradan (Key-Dağlamak) tedavi usulü hakkında araştırmalarda bulunmak üzere Irak bölgesine gönderilen hey'et ile Bağdat'a gidip avdetinde İran'da şiddetle hükmünü icra eden kolera münasebetiyle yardım için İran'a gönderilmiş sıhhiye heyeti ile birlikte Erzurum'da iken irtihal etmiştir. Arapça ve lâtinceye vakıf hoş-meşreb, hakîm bir zat idi.",218
tabib_0161,,Nümune-i İmtisal yahut Bağ-ı Faziletten Bir Nihâl (terceme),İbrahim Şevkî Bey «Miralay»,"Tabib, Tıb Kanunu Muallim Muavini",,,,,,,,Tercüme,Tercüme,,Fransız hekîmlerinden ve tabiblerinden Lâsek,,,,,,Lâsek'in terceme-i hali ile hikemî sözlerini açıklayan eser.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",,218
tabib_0162,,Teaddiyat-ı Ahlâk,İbrahim Şevkî Bey «Miralay»,"Tabib, Tıb Kanunu Muallim Muavini",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı","Te'lîf bir kitabı, basılmış eserlerindendir.",218
tabib_0163,,Nizamü'l-Edviye,İsa Efendi «Hekîm»,"Tabib, kadı, âlim, Reîsu'l-etibbâ","1059 (1649), İstanbul'da vefat etmiştir, Edirnekapısı haricinde medfundur (bir eserde 981/1593 olarak da görülmüştür)",Sakızlı Ali Efendi'nin oğludur,,,,"Arapça, Farsça ve Türkçe",,,,,,,,,,,İlâçların harfleri sırasına göre tertîbini ihtiva etmektedir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Kadı ve âlim tabiblerden bir zat olup felsefî ve tıbbî ilimlerde vukuf sahibi bulunduğundan «Hekîm İsa Efendi» adı ile meşhur olmuştur. Bir çok defa Reîsu'l-etibbâ olmuştur. Bir nüshası Ayasofya Kütüphanesinde mevcuttur.,219
tabib_0164,,Müfredât,İsa Efendi «Hekîm»,"Tabib, kadı, âlim, Reîsu'l-etibbâ",,,,,,,,,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Tabibler Faslı",Bir nüshası Yeni Cami Kütübhanesinde müellif (Bursalı Mehmed Tâhir) tarafından görülmüştür.,219
