objectid,arastirmaci,eser_adi,muellif_adi,muellif_meslegi,muellif_olum,muellif_aile,muellif_memleketi,padisah_donemi,telif_tarih,eser_dili,eser_alt_turu,yazin_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_dili,baglantili_eser_tarihi,cilt_sayisi,takdim_hediye,tarihsel_kapsam,tematik_kapsam,kaynak,ilave_notlar,sayfa_no
riyaziye_0212,,Teysîru'l-Kevâkibi's-Semaiyyeti Li-Sa'di'd-Devleti'ş-Şerîfeti's-Süleymaniyeti,Mustafa ibn-i Ali «Muvakkit»,"Riyaziyeci, muvakkit",,,,Kanunî Sultan Süleyman devri,945 (1539)'den 1000 (1592) senesine kadar,,"takvim cedveli, gök cisimleri",telif,,,,,,,,945 (1539) - 1000 (1592),"Cedvelli bir surette Rumî ve Arabî ayların başlangıçları ve şemsî, kamerî seneleri ve güneş burçlarının değişikliklerini beyan eder.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,279
riyaziye_0213,,Tuhfetü'z-Zaman ve Cerîdetü'l-Evan,Mustafa ibn-i Ali «Muvakkit»,"Riyaziyeci, muvakkit",,,,,,Türkçe,"evkat, yedi iklim",telif,,,,,,,,,Vakitler ilminden ve yedi iklim bahseden Türkçe mufassal bir eserdir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,279
riyaziye_0214,,Risale-i Rub'u Mecîb,Mustafa ibn-i Ali «Muvakkit»,"Riyaziyeci, muvakkit",,,,,,,rub'u mecîb,telif,,,,,,,,,Cîb-i âfakı yirmi beş bab üzerine tertib edilmiştir. Yıldız Kütübhanesinde nüshası vardır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,279
riyaziye_0215,,Muadele-i Nehar,Mustafa ibn-i Ali «Muvakkit»,"Riyaziyeci, muvakkit",,,,,,,,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,279
riyaziye_0216,,A'mâl-i Usturlâb,Mustafa ibn-i Ali «Muvakkit»,"Riyaziyeci, muvakkit",,,,,,,usturlab,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,279
riyaziye_0217,,Risaletü'l-Mukantaratı,Mustafa ibn-i Ali «Muvakkit»,"Riyaziyeci, muvakkit",,,,,935 (1529),,mukantarat,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Nüshası Yıldız Kütübhanesindedir.,279
riyaziye_0218,,Küre ve Usturlâb,Mustafa ibn-i Ali «Muvakkit»,"Riyaziyeci, muvakkit",,,,,956 (1549),,usturlab,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Nüshası Yıldız Kütübhanesinde vardır.,279
riyaziye_0219,,Risale-i Zâtü'l-Kürsî,Mustafa ibn-i Ali «Muvakkit»,"Riyaziyeci, muvakkit",,,,,,Türkçe,irtifa' âleti,telif,,,,,,,,,"Bir mukaddime, otuz babtır. İrtifa' (yükseklik) âletlerinden «zâtü'l-kürsî»nin tarif ve kullanılmasına dair Türkçe bir eserdir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,279
riyaziye_0220,,Mîzânü'l-Kevâkib,Mehmed ibn-i Kâtib Sinan «Muvakkit»,"Osmanlıların meşhur hey'et (kozmoğrafya) âlimlerinden, Konyalı",,"Babası Kâtib Sinan Efendi, İstanbul'da Kadırga Limanı yakınında inşa ettirdiği Nerdebanlı Mescid'in mihrabı önünde medfundur",Konya'lıdır,,,,kevâkib cedveli,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",(Mîzan) ile (Muvazzah)'ın birer nüshası Ayasofya Kütübhanesinde vardır.,280
riyaziye_0221,,Terceme-i Cedvel-i Afâki Halil,Mehmed ibn-i Kâtib Sinan «Muvakkit»,"Osmanlıların meşhur hey'et (kozmoğrafya) âlimlerinden, Konyalı",,,Konya'lıdır,,,,cedvel tercümesi,tercüme,tercüme,Cedvel-i Afâki,Halil,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,280
riyaziye_0222,,Tuhfetü'l-Fukarâ fî İlmi'l-Mikat min Rîk-i Rub'ı Dâireti ve'l-Mukantarat,Mehmed ibn-i Kâtib Sinan «Muvakkit»,"Osmanlıların meşhur hey'et (kozmoğrafya) âlimlerinden, Konyalı",,,Konya'lıdır,,,,"mikat, rub'u daire, mukantarat",telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,280
riyaziye_0223,,Muvazzahu'l-Evkat fî Ma'rifeti'l-Mukantarat,Mehmed ibn-i Kâtib Sinan «Muvakkit»,"Osmanlıların meşhur hey'et (kozmoğrafya) âlimlerinden, Konyalı",,,Konya'lıdır,Sultan İkinci Bâyezid devri,,,"evkat, mukantarat",telif,,,,,,,Sultan İkinci Bâyezid'e,,Yirmi beş bab üzere tertib edilmiştir. Son eserini Sultan İkinci Bâyezid'e takdim etmiştir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,280
riyaziye_0224,,Hediyyetü'l-Mülûk,Mehmed ibn-i Kâtib Sinan «Muvakkit»,"Osmanlıların meşhur hey'et (kozmoğrafya) âlimlerinden, Konyalı",,,Konya'lıdır,,,,"mukantarat, irtifa'",telif,,,,,,,,,Mukantarat (köprü ve kemerler) ile irtifa' usulünden bahseden yirmi bab üzere tertib edilmiş bir eserdir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,280
riyaziye_0225,,Risale fî Resmi Rub'ı'l-Mukantarat,Mehmed ibn-i Kâtib Sinan «Muvakkit»,"Osmanlıların meşhur hey'et (kozmoğrafya) âlimlerinden, Konyalı",,,Konya'lıdır,,,,rub'u mukantarat resmi,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,280
riyaziye_0226,,Mîzânü'l-Kevâkib (Kanunî Sultan Süleyman'a takdim edilen nüsha),Mehmed ibn-i Kâtib Sinan «Muvakkit»,"Osmanlıların meşhur hey'et (kozmoğrafya) âlimlerinden, Konyalı",,,Konya'lıdır,Kanunî Sultan Süleyman devri,,,kevâkib cedveli,telif,,,,,,,Kanunî Sultan Süleyman'a,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",(Mîzânü'l-Kevâkib)'i Kanunî Sultan Süleyman'a takdim ederek iltifatına mazhar olmuştur.,280
riyaziye_0227,,Usûl-i Ahkâm-ı Sâl-i Âlem,Mehmed Çelebi «Müneccim-başı»,"Müneccimbaşı; tahsilini ikmalden sonra Şehzade Camii muvakkiti, sonradan müneccimbaşı",1040 (1631)'de vefat etmiştir,,İstanbul'ludur,,,,"ziycler, ahkâm",telif,,,,,,,,,Bazı ziycleri ihtiva eden bir eserdir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",İstanbul'ludur. Tahsilini ikmalden sonra Şehzade Camii muvakkiti olmuştu. Sonradan müneccimbaşı olmuştur. Hey'et ve nücuma vukufu vardı.,280
riyaziye_0228,,"el-Mevâlidü fî İlmi'l-Mikat, İstihrac-ı Takvîm, Ahkâm-ı Tali'i Mevlûd, Ahkâm-ı Nücum (eser grubu)",Mehmed Çelebi «Müneccim-başı»,Müneccimbaşı,1040 (1631)'de vefat etmiştir,,İstanbul'ludur,,,,"mikat, takvim, ahkâm-ı nücum",telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,280
riyaziye_0229,,Ma'denü'l-Esrar fî İlmi'l-Hesâb,Mustafa ibn-i Yusuf İstanbulî,Riyaziyeci; hal tercemesi Tarihçiler Faslında mezkûr meşhur Kâtib Çelebi'nin talebelerinden,,,İstanbul'ludur,Sultan İkinci Osman devri,,Türkçe,hesab,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Hal tercemesi Tarihçiler Faslında mezkûr meşhur Kâtib Çelebi'nin talebelerinden bir zat olup İstanbul'ludur. Sultan İkinci Osman devri ilim erbabındandır. Bir nüshası Şehid Ali Paşa Kütübhanesindedir.,280
riyaziye_0230,,Risaletü'l-Usturlâb,Mustafa ibn-i Mehmed Efendi,Osmanlı âlim ve riyaziyecilerinden,1099 (1687) tarihinde irtihal etmiştir,,Tekirdağ'lıdır,,,,usturlab,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Görülebilen eserleri şunlardır: (Risaletü'l-Usturlâb), (Ravzatü'l-Ahbab fî Şerh-i Hulâsatü'l-Hesab) ve (Hidâyetü'l-Âmil fimâ Yetealleku bi'r-Rub'i'l-Kâmil).",280
riyaziye_0231,,Ravzatü'l-Ahbab fî Şerh-i Hulâsatü'l-Hesab,Mustafa ibn-i Mehmed Efendi,Osmanlı âlim ve riyaziyecilerinden,1099 (1687) tarihinde irtihal etmiştir,,Tekirdağ'lıdır,,,,hesab şerhi,şerh,şerh,Hulâsatü'l-Hesab,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,280
riyaziye_0232,,Hidâyetü'l-Âmil fimâ Yetealleku bi'r-Rub'i'l-Kâmil,Mustafa ibn-i Mehmed Efendi,Osmanlı âlim ve riyaziyecilerinden,1099 (1687) tarihinde irtihal etmiştir,,Tekirdağ'lıdır,,,,rub'u kâmil,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,280
riyaziye_0233,,Şerh-i Risale-i Zâtü'l-Kürsî (Nazratü'l-Lübab fî Behceti'l-Lübâb),Mehmed ibn-i Şeyh Ali el-Hamidî,Riyaziyenin nücum-hey'et (kozmoğrafya) şubesinde behre sahibi bir zat,,,Isparta'lıdır,,1172 (1758),Arapça,zâtü'l-kürsî şerhi,şerh,şerh,Behcetü'l-Lübab fî İlmi'l-Usturlâb,Abdü'l-Halim Efendi «Söylemezzâde»,,,,Şeyhü'l-İslâm Abdullah Efendi'ye,,18 bab üzerine Arapça (Zâtü'l-Kürsî) risalesini telif ve Kayseri'li Söylemezzâde Abdü'l-Halim Efendi'nin (Behcetü'l-Lübab fî İlmi'l-Usturlâb) isimli eserini (Nazratü'l-Lübab fî Behceti'l-Lübâb) adı ile şerh etmiştir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Şeyhü'l-İslâm Abdullah Efendi'ye takdim ettiği bu eserin bir nüshası Hamidiye'de vardır ki yazılış tarihi 1172 (1758)'dir. (Behce) basılmıştır. (Risaletü'l-Küre) isimindeki eseri Ebu'l-Hâmid Ahmed ibn-i Şeyh Mehmed el-Âmidî tarafından şerh olunmuştur ki ikisi bir arada basılmıştır.,281
riyaziye_0234,,Es'ile,Molla Mehmed Çelebi,Fazilet sahibi Osmanlı riyaziyecilerinden,1066 (1656)'da Şam nâibi (kadısı) iken irtihal etmiştir; Sinaniye'de medfundur,Seyyid Ali adında Diyarbakır'lı bir zatın oğludur,Diyarbakır'lıdır,Sultan Dördüncü Murad devri,,,"tefsir, hadis, fıkıh, beyan, meânî, mantık, kelâm, hendese, hey'et",telif,,,,,,,,,"Tefsîr, hadîs, fıkıh, beyân, meânî, mantık, kelâm, hendese ve hey'etten bahseden bir eserdir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Bağdad fâtihi Sultan Dördüncü Murad'ın maiyyetinde İstanbul'a gelerek Sultan'ın emri ile yazmıştır. Muasır ulemadan bir hayli zevat tarafından şerh olunmuş ise de müellif ancak Şeyhü'l-İslâm Bahaî ve muallimi Abdürrahîm Efendilerin yazdıklarını nazar-ı itibara alarak (Red ve Kabul) adı ile bir eser yazdığı gibi (Ecvibe) ismi ile de ayrıca bir eser meydana getirmiştir. Diyarbakır ve Bağdat niyabetlerinde bulunmuştur. Şiir yazma tabiatı da vardı. Talebelerinden en meşhuru Abdurrahman Fâzıl adında bir zattır.,281
riyaziye_0235,,Red ve Kabul,Molla Mehmed Çelebi,Fazilet sahibi Osmanlı riyaziyecilerinden,1066 (1656)'da Şam nâibi (kadısı) iken irtihal etmiştir,,Diyarbakır'lıdır,,,,,telif,,,,,,,,,Şeyhü'l-İslâm Bahaî ve muallimi Abdürrahîm Efendilerin yazdıklarını nazar-ı itibara alarak yazılmıştır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,281
riyaziye_0236,,Ecvibe,Molla Mehmed Çelebi,Fazilet sahibi Osmanlı riyaziyecilerinden,1066 (1656)'da Şam nâibi (kadısı) iken irtihal etmiştir,,Diyarbakır'lıdır,,,,,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,281
riyaziye_0237,,Çağmînî Şerhi,Molla Mehmed Çelebi,Fazilet sahibi Osmanlı riyaziyecilerinden,1066 (1656)'da Şam nâibi (kadısı) iken irtihal etmiştir,,Diyarbakır'lıdır,,,,"şerh, hey'et",şerh,şerh,Çağmînî,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,281
riyaziye_0238,,Kadızâde'ye Hâşiyesi,Molla Mehmed Çelebi,Fazilet sahibi Osmanlı riyaziyecilerinden,1066 (1656)'da Şam nâibi (kadısı) iken irtihal etmiştir,,Diyarbakır'lıdır,,,,haşiye,haşiye,haşiye,,Kadızâde-i Rumî,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,281
riyaziye_0239,,Top ve Humbara Risalesi,Mehmed ibn-i Süleyman,"Riyaziyeci; Sultan Üçüncü Selîm devrinde yetişen riyaziyecilerden, Çınarî İsmail Efendi'nin talebelerinden",,,İstanbul'ludur,Sultan Üçüncü Selîm devri,,Türkçe,"top dökümü, atış usulü",telif,,,,,,,,,"Top ve humbaranın kalıba dökülme ve yapılması ile atış usulüne dair bir mukaddime, beş bab üzerine mürettep Türkçe bir eserdir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Bir nüshası Beşiktaş'da Yahya Efendi Dergâhı Kütübhanesinde mevcuddur.,281
riyaziye_0240,,"Terceme-i Küşyar (nücum-hey'et tercümesi, faydalı bilgiler ilavesiyle)",Mehmed ibn-i Hüsrev,Riyaziyeci; 1141 (1728) tarihinde Manisa'da Ulu Cami mütevellisi,,,Eski adı Mihaliç olan şimdiki Karacabey'de doğmuştur,,1141 (1728),,nücum-hey'et tercümesi,tercüme,tercüme,Küşyar,,,,,,,Nücum-hey'et (Küşyar) isimindeki eserin girişinde lazım olan faydalı bilgileri ilave ederek terceme etmiştir. Bu terceme dört makale üzerine mürettep olup her makale bir takım babları ihtiva etmektedir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Eski adı Mihaliç olan şimdiki Karacabey'de doğmuştur. 1141 (1728) tarihinde Manisa'da Ulu Cami mütevellisi iken bu tercemeyi yapmıştır.,282
riyaziye_0241,,Akdü'd-Dürer ve'l-Cevahir Nakdü'l-Eşbah ve'n-Nezair,Mehmed Emin ibn-i Osman Efendi,Fazilet sahibi riyaziyecilerden,,,,,1181 (1767),,fıkıh,telif,,,,,,,,,Fıkıh'tan bir eserdir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Fazilet sahibi riyaziyecilerden bir zat olup tahsilini İstanbul'da ikmal etmiştir. Fıkıh, feraiz, hesap, hendese ve usturlab konularında çeşitli eserleri vardır. Birinci eserini 1181 (1767) tarihinde te'lif etmiştir.",282
riyaziye_0242,,Sıhhatü'l-Kefaleti bi'd-Düyûn,Mehmed Emin ibn-i Osman Efendi,Fazilet sahibi riyaziyecilerden,,,,,,,fıkıh,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,282
riyaziye_0243,,Tashîhu Zevi'l-Erham,Mehmed Emin ibn-i Osman Efendi,Fazilet sahibi riyaziyecilerden,,,,,,,feraiz,telif,,,,,,,,,Feraizden bahseder.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,282
riyaziye_0244,,"Rub'u'l-Mukantarat, Aletü'l-Usturlâb, Şekl-i Müselles, Hesab bi'Ukudi'l-Esabi', Rub'ı Mecîb (eser grubu)",Mehmed Emin ibn-i Osman Efendi,Fazilet sahibi riyaziyecilerden,,,,,,,"mukantarat, usturlab, müselles, hesab, rub'u mecîb",telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,282
riyaziye_0245,,Rub'u Dâire (Türkçe ve Arapça risaleler),Şeyh Mustafa ibn-i Mahmud Efendi «Üsküp'lü»,Halvetiye Tarikatının Sinaniye kolundan şeyh,,,Üsküp'lü,,,Türkçe ve Arapça,rub'u daire,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Halvetiye Tarikatının Sinaniye kolundan Üsküp'lü Şeyh Mustafa ibn-i Mahmud Efendi'nin Türkçe ve Arapça (Rub'u Dâire) risaleleri vardır. Mehmed Emin ibn-i Osman Efendi biyografisi içinde alt-not olarak zikredilmiştir.,282
riyaziye_0246,,Arsa Taksîmi,Mehmed Münşî Bey,"Hendese muallimi; Harbiye Mektebinden mezun, Bursa Askerî Lisesinde riyaziye muallimliği, sonra orduda hizmet, kaymakamlıkla tekaüde sevk edilmiş",1333 (1917) tarihinde Üsküdar'da irtihal etmiştir; Karacaahmed Mezaristanında medfundur,,Aslen İstanbul'ludur,,1305 (1889),,hendese,telif,,,,,,,,,Arsa ve tarla taksimine dair hendesî mes'elelerden bahseden bir eser olup 1305 (1889) tarihinde Bursa'da basılmıştır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Müellif kendi hendese hocası olduğunu belirtmiştir: «Benim hendese muallimim idi.»,282
riyaziye_0247,,Bedreka-i Mühendisîn,Mehmed Münşî Bey,Hendese muallimi,1333 (1917) tarihinde Üsküdar'da irtihal etmiştir,,Aslen İstanbul'ludur,,,,"hendese, müsellesat",telif,,,,,,,,,Hendese ve müsellesat mes'elelerinin usûl ve halletme şekillerini beyan eden 400 sayfalık bir eserdir.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,282
riyaziye_0248,,Mesâil-i Riyaziyeden Cebir,Mehmed Münşî Bey,Hendese muallimi,1333 (1917) tarihinde Üsküdar'da irtihal etmiştir,,Aslen İstanbul'ludur,,,,cebir,telif,,,,,,,,,Adî cebirin mes'elelerinden bahseder.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,282
riyaziye_0249,,Küçük Usûl-i Hendese,Mehmed Münşî Bey,Hendese muallimi,1333 (1917) tarihinde Üsküdar'da irtihal etmiştir,,Aslen İstanbul'ludur,,,,hendese,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",,282
riyaziye_0250,,Müsellesat-ı Müsteviye ve Küreviye,Mehmed Münşî Bey,Hendese muallimi,1333 (1917) tarihinde Üsküdar'da irtihal etmiştir,,Aslen İstanbul'ludur,,,,müsellesat,telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Beş basılmış eserden son üçüncüsü: (Mesâil-i Riyaziyeden Cebir), (Küçük Usûl-i Hendese), (Müsellesat-ı Müsteviye ve Küreviye).",282
riyaziye_0251,,Kutu'l-Mahrutiyat,Mahmud Mes'ud Paşa,"Riyaziye ilimleri mütehassıslarından; Harbiye Mektebinden erkân-ı harb olarak mezun, müşirlik rütbesine nail olmuş; Bâb-ı Seraskerîde (Harbiye Nezaretinde) istihkâm ve inşaat ile muhakemat daireleri reisliklerinde hizmet etmiş",1308 (1892) tarihinde irtihal ederek Fatih Camii avlusuna defnedilmiştir,,Amasya civarında Köprü Kazası nahiyelerinden Zeytun'ludur,,,,mahrutiyat (koniler),telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Basılmış eserlerindendir. Riyaziye ilimleri mütehassıslarından bir zat olup Amasya civarında Köprü Kazası nahiyelerinden Zeytun'ludur. Harbiye Mektebinden erkân-ı harb olarak mezun olup terfi suretiyle müşirlik rütbesine nail olmuştur. Bâb-ı Seraskerîde (Harbiye Nezaretinde) istihkâm ve inşaat ile muhakemat daireleri reisliklerinde büyük hizmetlerde bulunmuştur. Tertib ettikleri riyaziyeye ait mes'elelerin bazıları Avrupa'ya da gönderilip takdire mazhar olmuşlardı. Dolmabahçe Sarayı'nın kapıları bu zâtın nezareti ile yapılmıştır.,283
riyaziye_0252,,Cebr'in Hendeseye Tatbikatı,Mahmud Mes'ud Paşa,Riyaziye ilimleri mütehassıslarından,1308 (1892) tarihinde irtihal etmiştir,,Amasya civarında Köprü Kazası nahiyelerinden Zeytun'ludur,,,,"cebir, hendese",telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",(Kutu'l-Mahrutiyat) ile birlikte basılmış eserlerindendir. Ayrıca (Usûl-i İstihkâmat-ı Hafife) adında basılmamış bir eseri vardır.,283
riyaziye_0253,,Mücerrebat (ve yıldızlara ait birkaç parça eser),Mustafa Âsım Bey,Riyaziyenin hey'et-nücum (kozmoğrafya) şubesinde ihtisas sahibi; nücumun bilhassa «ahkâm» kısmında vukufu tam; Mevlevî Tarikatine mensub,1318 (1902) tarihinde İstanbul'da vefat etmiştir; vasiyeti üzerine Hazret-i Halid civarında Küçük Emîr Efendi karşısında baba ve akrabası yanına defnedilmiştir,Meşhur edib Namık Kemal Bey'in babasıdır,,,,,ahkâm-ı nücum,telif ve tercüme,,,,,,,,,Bu sahada (Mücerrebat) isminde bir te'lifi ve terceme yoluyla da yıldızlara ait bir kaç parça eseri vardır.,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı","Yazmış olduğu mufassal hal tercemesinde Topal Osman Paşa ve akrabalık ciheti ile de Tepedelenli Ali Paşa olayı ve babası lala olmak hasebiyle Sultan Üçüncü Selîm zamanına dair tarihî olaylar vardır. Merhum makta (üzerinde kalem kesilen kemik parçası) imalinde ve müşebbek (pencere kafesi ve balık ağı gibi) oymacılık san'atında ihtisas sahibi olup yazdığı kitaplara meşguliyeti nücum ve tarihe ait olduğundan cetvel kalemlerini bizzat çelikten imal eder ve müzeyyen saplara takar, demir ve çeliğe ait her ne yapsa kırktan aşağı başlamaz ve yaptıktan sonra her birini dost ve çıraklarına tatlı bir lâtife ve hâtıra olmak üzere on para mukabilinde hediye ederdi.",283
riyaziye_0254,,Cemalü'l-Kitab ve Kemâlü'l-Hesab,Nasuh ibn-i Abdullah «Matrakçı Nasuh: Nasuh es-Selâhî eş-Şehîr bi-Matrakî»,Osmanlıların eski riyaziyecilerinden,940 (1534) tarihinde irtihal etmiştir,,,Yavuz Sultan Selim devri,923 (1517),,hesab,telif,,,,,,,Yavuz Sultan Selîm Han'a,,"İki şık üzerine tertib edilmiş olup birinci şıkkı hesabın fasılları, ikinci şıkkı müteferrik mes'elelerden bahsetmektedir.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",923 (1517) senesinde Yavuz Sultan Selîm Han'a takdim ettiği eserdir.,284
riyaziye_0255,,Ken'aniye fî İlmi'l-Hesab,Nasuh ibn-i Abdullah «Matrakçı Nasuh»,Osmanlıların eski riyaziyecilerinden,940 (1534) tarihinde irtihal etmiştir,,,Yavuz Sultan Selim devri,,,hesab,telif,,,,,,,Yavuz Sultan Selîm adına,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",Yavuz Sultan Selim adına te'lif edilmiş diğer bir eserdir; birer nüshası Hamidiye ve Şehid Ali Paşa kütübhanelerinde mevcuttur.,284
riyaziye_0256,,Umdetü'l-Hesab,Nasuh ibn-i Abdullah «Matrakçı Nasuh»,Osmanlıların eski riyaziyecilerinden,940 (1534) tarihinde irtihal etmiştir,,,,923 (1517),,hesab,telif,,,,,,,,,"İki şık üzere mebnîdir. Birinci şık 23 fasıl beyanındadır (siyakat, erkâm-ı hindî, cem', kesir, tensif, tazîf, kerrat, dirhem küsuratı, zarb, zarb-ı küsur, taksîm, zira', emdad ve gileç, kantar ve vezn, miskal ve kırat, rusumat, a'dâdü'l-mütenasibe, kısmet-i gurema, istihrac-ı meharic, kısmet-i mevaris, hatayin, cem'-i küsur ve maa'l-kusur gibi konular). İkinci şık muhtelif mes'eleler beyanındadır.","Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",923 (1517) tarihinde telif olunduğu mukaddimesinde beyan olunan yazma bir nüshada (Umdetü'l-Hesab) olmak üzere yazılı diğer bir eser daha vardır ki mukaddimesinden bir kısmı aynen aktarılmıştır. Bir nüshası Nuruosmaniye Kütübhanesinde vardır. Divanî yazısını andıran ve «çeb» denilen yazıda mahir idi. O zamanın silahşörlüğünün idmanından olan «mırtak» oyununun mucididir.,284
riyaziye_0257,,"Rub'i Mukantara, Rub'i Mecîb (Arapça iki risale)",Naili Ahmed ibn-i Mustafa Efendi,İrtifa' ilmi mütehassıslarından,,,Geyve'nin Akhisar nahiyesindendir,,1210 (1796),Arapça,"rub'u mukantarat, rub'u mecîb",telif,,,,,,,,,,"Bursalı Mehmed Tâhir, Osmanlı Müellifleri Eserinin 3. cild, Riyaziyeciler Faslı",1210 (1796) tarihinde telif ettiği bu iki risale 1244 (1828) tarihinde basılmıştır.,284
